id,barcode,name,brand,generic_name,quantity,category,macro_category,food_type,kcal,protein,carbs,fat,fiber_100g,sugars_100g,saturated_fat_100g,salt_100g,sodium_100g,cholesterol_mg_100g,serving_size,serving_quantity,ingredients,allergens,labels,source,source_url,countries_tags,image_url,verified,usable_for_meal_generator,data_quality_score,nutrients,created_at,updated_at
crea_006505,,"Patate, con buccia, cotte, bollite",,,,verdura,carb_source,generic_food,88,2.1,17.9,1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_006511,,"Patate, cotte, arrosto",,,,verdura,carb_source,generic_food,152,2.9,25.7,4.5,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_006514,,"Patate, cotte, al microonde",,,,verdura,carb_source,generic_food,88,2.1,17.9,1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_006515,,"Patate, senza buccia, cotte, bollite",,,,verdura,carb_source,generic_food,74,1.8,16.9,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_006517,,"Patate, fritte",,,,verdura,carb_source,generic_food,192,3.9,29.9,6.7,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_006570,,"Patatine, fritte, confezionate in busta",,,,verdura,fat_source,generic_food,512,5.4,58,29.6,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_006580,,"Patate novelle, crude",,,,verdura,carb_source,generic_food,72,2,15.7,0.3,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_006584,,"Patate novelle, cotte, al microonde",,,,verdura,carb_source,generic_food,72,2,15.7,0.3,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_006585,,"Patate novelle, cotte, bollte",,,,verdura,carb_source,generic_food,68,1.9,14.9,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_006590,,"Gnocchi di patate, crudi",,,,cereali,carb_source,generic_food,164,3.9,37.9,0.3,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_006591,,"Gnocchi di patate, cotti",,,,cereali,carb_source,generic_food,147,3.5,34,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_006596,,"Topinambur, cotto, bollito",,,,verdura,carb_source,generic_food,52,1.6,10.6,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_006600,,"Pomodori, da insalata, freschi",,,,verdura,carb_source,generic_food,19,1.2,2.8,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_006610,,"Pomodori, maturi, freschi",,,,verdura,carb_source,generic_food,23,1,3.5,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_006620,,"Pomodori, San Marzano, freschi",,,,verdura,carb_source,generic_food,21,1.1,3,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_006630,,"Pomodori, Nerina, verdi, freschi",,,,verdura,carb_source,generic_food,21,0.9,2.8,0.4,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_006640,,"Pomodori, Nerina, rossi, freschi",,,,verdura,carb_source,generic_food,21,1.1,2.8,0.4,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_006650,,"Pomodorini ciliegino, freschi",,,,verdura,carb_source,generic_food,37,1.1,7.2,0.4,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_006660,,"Pomodori, conserva",,,,verdura,carb_source,generic_food,100,3.9,20.4,0.4,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_006670,,"Pomodori, passata",,,,verdura,carb_source,generic_food,21,1.3,3,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_006680,,"Pomodori, pelati in scatola",,,,verdura,carb_source,generic_food,22,1.2,3,0.5,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_006690,,"Pomodori, succo",,,,verdura,carb_source,generic_food,16,0.8,3,,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_006800,,"Basilico, fresco",,,,verdura,carb_source,generic_food,42,3.1,5.2,0.8,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_006810,,"Menta, fresca",,,,verdura,mixed_source,generic_food,49,3.8,5.3,0.7,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_006820,,Pepe nero,,,,verdura,carb_source,generic_food,311,11.4,49,3.3,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_006830,,"Peperoncini piccanti, freschi",,,,verdura,carb_source,generic_food,30,1.8,3.8,0.5,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_006840,,"Prezzemolo, fresco",,,,verdura,protein_source,generic_food,30,3.7,,0.6,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_006850,,"Rosmarino, fresco",,,,verdura,carb_source,generic_food,110,1.4,13.5,4.4,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_006860,,"Salvia, fresco",,,,verdura,carb_source,generic_food,132,3.9,15.6,4.6,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_006990,,"Vegetali misti, surgelati",,,,verdura,carb_source,generic_food,67,3.3,13.7,0.3,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_007000,,"Albicocche, fresche",,,,frutta,fruit,generic_food,42,0.4,9.8,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_007010,,"Albicocche, disidratate",,,,frutta,fruit,generic_food,356,5.6,80.6,1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_007020,,"Albicocche, sciroppate",,,,frutta,fruit,generic_food,65,0.4,16.1,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_007030,,"Albicocche, secche",,,,frutta,fruit,generic_food,286,5,66.5,0.5,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_007040,,"Cocomero, fresco",,,,frutta,fruit,generic_food,16,0.4,3.7,,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_007050,,"Fichi, freschi",,,,frutta,fruit,generic_food,63,0.9,14.2,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_007053,,"Fichi, seccati al forno e mandorlati",,,,frutta,fruit,generic_food,305,5.2,58.2,4.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_007060,,"Fichi, canditi",,,,frutta,fruit,generic_food,294,3.5,73.7,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_007070,,"Fichi, secchi",,,,frutta,fruit,generic_food,282,3.5,58,2.7,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_007080,,"Fichi d'india, freschi",,,,frutta,fruit,generic_food,63,0.8,13,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_007090,,"Loti o kaki, freschi",,,,frutta,fruit,generic_food,70,0.6,16,0.3,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_007100,,"Melagrane, fresche",,,,frutta,fruit,generic_food,68,0.5,15.9,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_007110,,"Mele, fresche, senza buccia",,,,frutta,fruit,generic_food,57,0.3,13.7,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_007120,,"Mele, fresche, con buccia",,,,frutta,fruit,generic_food,44,0.2,10,,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_007130,,"Mele, fresche, annurche",,,,frutta,fruit,generic_food,45,0.3,10.2,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_007140,,"Mele, fresche, deliziose",,,,frutta,fruit,generic_food,46,0.2,11.1,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_007150,,"Mele, fresche, golden",,,,frutta,fruit,generic_food,46,0.4,10.7,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_007160,,"Mele, fresche, granny smith",,,,frutta,fruit,generic_food,42,0.5,9.4,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_007170,,"Mele, fresche, imperatore",,,,frutta,fruit,generic_food,48,0.2,11.3,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_007180,,"Mele, fresche, renette",,,,frutta,fruit,generic_food,43,0.3,10,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_007190,,"Mele, disidratate",,,,frutta,fruit,generic_food,356,1.3,82.2,2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_007220,,"Mele cotogne, fresche",,,,frutta,fruit,generic_food,38,0.3,6.3,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_007230,,"Melone, d'estate, fresco",,,,frutta,fruit,generic_food,34,0.8,7.4,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_007240,,"Melone, d'inverno, fresco",,,,frutta,fruit,generic_food,24,0.5,4.9,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_007250,,"Nespole, fresche",,,,frutta,fruit,generic_food,32,0.4,6.1,0.4,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_007260,,"Pere, fresche, senza buccia",,,,frutta,fruit,generic_food,43,0.3,8.8,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_007261,,"Pere, fresche, Abate Fetel",,,,frutta,fruit,generic_food,59,0.2,12.7,0.3,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_007262,,"Pere, fresche, Coscia",,,,frutta,fruit,generic_food,42,0.3,8.6,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_007263,,"Pere, fresche, Kaiser",,,,frutta,fruit,generic_food,48,0.3,9.2,0.5,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_007264,,"Pere, fresche, Max-Red Barlett",,,,frutta,fruit,generic_food,50,0.3,10,0.4,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_007265,,"Pere, fresche, William",,,,frutta,fruit,generic_food,52,0.3,10.2,0.5,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_007270,,"Pere, candite",,,,frutta,fruit,generic_food,294,1,73.9,0.4,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_007280,,"Pesche, fresche, senza buccia",,,,frutta,fruit,generic_food,30,0.8,6.1,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_007290,,"Pesche, fresche, con buccia",,,,frutta,fruit,generic_food,28,0.7,5.8,,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:19:12.72763+00:00,2026-06-04T21:19:12.72763+00:00
crea_007300,,"Pesche, disidratate",,,,frutta,fruit,generic_food,364,4.8,88,0.9,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_007310,,"Pesche, sciroppate",,,,frutta,fruit,generic_food,56,0.5,14,,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_007320,,"Pesche, secche",,,,frutta,fruit,generic_food,280,3.1,68.3,0.7,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_007330,,"Peschenoci, fresche",,,,frutta,fruit,generic_food,36,1.4,7,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_007340,,"Prugne, fresche",,,,frutta,fruit,generic_food,45,0.5,10.5,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_007350,,"Prugne, gialle",,,,frutta,fruit,generic_food,30,0.5,6.6,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_007360,,"Prugne, rosse",,,,frutta,fruit,generic_food,45,0.5,10.5,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_007370,,"Prugne, secche",,,,frutta,fruit,generic_food,236,2.2,55,0.5,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_007380,,"Uva, fresca",,,,frutta,fruit,generic_food,64,0.5,15.6,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_007390,,"Uva, bianca, fresca",,,,frutta,fruit,generic_food,86,0.4,21.5,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_007400,,"Uva, nera, fresca",,,,frutta,fruit,generic_food,53,0.5,12.6,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_007410,,"Uva, secca",,,,frutta,fruit,generic_food,293,1.9,72,0.6,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_007420,,"Uva, succo, in cartone",,,,frutta,fruit,generic_food,66,0.3,17.3,,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_007460,,"Ananas, fresco",,,,frutta,fruit,generic_food,42,0.5,10,0,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_007470,,"Ananas, sciroppato",,,,frutta,fruit,generic_food,66,0.5,16.6,0,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_007480,,"Anona, fresca",,,,frutta,fruit,generic_food,73,1.8,15.8,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_007490,,"Avocado, fresco",,,,frutta,fruit,generic_food,238,4.4,1.8,23,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_007500,,"Babaco, fresco",,,,frutta,fruit,generic_food,24,0.7,4.5,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_007510,,"Banane, fresche",,,,frutta,fruit,generic_food,76,1.2,17.4,0.3,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_007520,,"Cocco, fresco",,,,frutta,fruit,generic_food,358,3.5,4.4,35,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_007530,,"Cocco, essiccato",,,,frutta,fruit,generic_food,669,5.6,16.4,62,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_007550,,"Feijoa, fresca",,,,frutta,fruit,generic_food,59,0.7,9.6,0.8,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_007560,,"Guava, fresca",,,,frutta,fruit,generic_food,31,0.7,3.5,0.5,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_007570,,"Kiwi, freschi",,,,frutta,fruit,generic_food,48,1.2,9,0.6,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_007580,,"Litchi, freschi",,,,frutta,fruit,generic_food,72,1.1,17.2,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_007590,,"Mango, fresco",,,,frutta,fruit,generic_food,56,1,12.6,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_007600,,"Papaia, fresca",,,,frutta,fruit,generic_food,33,0.4,6.9,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_007610,,"Passiflora, fresca",,,,frutta,fruit,generic_food,64,3,5.7,0.3,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_007630,,"Datteri, secchi",,,,frutta,fruit,generic_food,270,2.7,63.1,0.6,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_007700,,"Amarene, fresche",,,,frutta,fruit,generic_food,44,0.8,10.2,,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_007710,,"Ciliege, fresche",,,,frutta,fruit,generic_food,48,0.8,11,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_007720,,"Ciliege, candite",,,,frutta,fruit,generic_food,252,0.4,66.4,,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_007730,,"Fragole, fresche",,,,frutta,fruit,generic_food,30,0.9,5.3,0.4,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_007740,,"Lamponi, freschi",,,,frutta,fruit,generic_food,49,1,6.5,0.6,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_007750,,Mora di rovo,,,,frutta,fruit,generic_food,42,1.3,8.1,,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_007760,,"Mirtilli, freschi",,,,frutta,fruit,generic_food,49,0.9,10.1,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_007770,,"Ribes, freschi",,,,frutta,fruit,generic_food,52,0.9,9.7,,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_008000,,"Arance, fresche",,,,frutta,fruit,generic_food,37,0.7,7.8,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_008001,,"Arance bionde, fresche",,,,frutta,fruit,generic_food,45,0.7,9.9,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_008002,,"Arance Valencia, fresche",,,,frutta,fruit,generic_food,39,0.7,8,0.3,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_008003,,"Arance Washington Navel, fresche",,,,frutta,fruit,generic_food,44,1,9.4,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_008004,,"Arance rosse, fresche",,,,frutta,fruit,generic_food,45,0.7,9.9,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_008005,,"Arance Moro, fresche",,,,frutta,fruit,generic_food,42,0.7,9,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_008006,,"Arance Sanguinello, fresche",,,,frutta,fruit,generic_food,47,0.7,10.6,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_008007,,"Arance Tarocco, fresche",,,,frutta,fruit,generic_food,45,0.7,10,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_008010,,"Arance succo, fresco",,,,frutta,fruit,generic_food,33,0.5,8.2,,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_008011,,"Arance bionde succo, fresco",,,,frutta,fruit,generic_food,38,0.5,9.6,,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_008012,,"Arance rosse succo, fresco",,,,frutta,fruit,generic_food,39,0.5,9.8,,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_008020,,"Clementine, fresche",,,,frutta,fruit,generic_food,40,0.9,8.7,0.1,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_008030,,"Limoni, freschi",,,,frutta,fruit,generic_food,16,0.6,2.5,0,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_008040,,"Limoni, succo",,,,frutta,fruit,generic_food,10,0.2,2.5,0,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_008050,,"Mandaranci, freschi",,,,frutta,fruit,generic_food,57,0.8,12.8,0.2,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_008060,,"Mandarini, freschi",,,,frutta,fruit,generic_food,76,0.9,17.6,0.3,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_008070,,"Pompelmo, fresco",,,,frutta,fruit,generic_food,29,0.6,6.2,0,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_008500,,"Arachidi, tostate",,,,frutta,fruit,generic_food,620,29,8.5,50,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_008510,,Carrube,,,,frutta,fruit,generic_food,253,3.3,49.9,0.7,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_008520,,Castagne,,,,frutta,fruit,generic_food,174,2.9,36.7,1.7,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
crea_008521,,"Castagne, arrostite",,,,frutta,fruit,generic_food,210,3.7,41.8,2.4,,,,,,,,,,,,crea,,,,true,true,100,{},2026-06-04T21:21:13.747707+00:00,2026-06-04T21:21:13.747707+00:00
